"","State","Year","Chamber","CI","EI","Renewables","NatGas","FarmWages","MiningWages","Population","IncomePC","ManuUnion","CI_Lag1","EI_Lag1"
"SC-2006","SC","2006",10.5325,49.7,9.77,1.05937080727149,1.10741357074019,0.0019909818231243,0.00100038687365055,4358,30789,1.028,48.8,9.94
"SC-2007","SC","2007",10.5395,49.2,9.36,1.0585805534227,1.1090405620286,0.00210337084059656,0.000942469380619307,4444,32190,1.045,49.7,9.77
"SC-2008","SC","2008",10.546,49.1,9.28,1.06525717391105,1.10738075538635,0.00186867785402951,0.000906912122324692,4529,33110,1.065,49.2,9.36
"SC-2009","SC","2009",10.5475,46.9,9.31,1.07748494694075,1.12552312162618,0.00196619728231996,0.000798895920817376,4590,31973,1.024,49.1,9.28
"SC-2010","SC","2010",10.548,47.3,9.67,1.08072395233388,1.13570562891197,0.00198705083837521,0.000815004516824313,4636,32747,1.05,46.9,9.31
"SC-2011","SC","2011",10.565,45.7,9.2,1.08391798852264,1.1454216557929,0.0016425278580156,0.000823121753714846,4673,34398,1.016,47.3,9.67
"SC-2012","SC","2012",10.565,44,8.85,1.0884344260678,1.15940202840944,0.00238217901869782,0.000805024527586788,4719,35794,1.019,45.7,9.2
"SC-2013","SC","2013",10.606,41.4,8.85,1.09782648760121,1.14802574654163,0.00181669409505055,0.000773916251455566,4766,35906,1.039,44,8.85
"SC-2014","SC","2014",10.606,43.2,8.83,1.0965213521561,1.14369717664635,0.00148057620953115,0.00078082955792757,4827,37735,1.035,41.4,8.85
"SC-2015","SC","2015",10.6085,42.1,8.65,1.0910307366429,1.17095756533862,0.00172279954119065,0.000948046771794974,4896,39577,1.014,43.2,8.83
"SC-2016","SC","2016",10.6565,41,8.36,1.09078220978386,1.17165325227729,0.00147554660771511,0.00103096402092486,4963,40732,1.008,42.1,8.65
"SC-2017","SC","2017",10.684,40.5,8.13,1.09285858790208,1.1746079480249,0.00124692205986163,0.00112895824272652,5027,42368,1.019,41,8.36
"SC-2018","SC","2018",10.683,41.5,8.08,1.0987644799648,1.20264238432768,0.00120771181618796,0.00115740061365479,5092,43804,1.018,40.5,8.13
"SC-2019","SC","2019",10.635,39.1,7.68,1.10158552208166,1.21243529010914,0.00085779097513615,0.00139836824005177,5158,46149,1.015,41.5,8.08
"SC-2020","SC","2020",10.646,37.6,7.35,1.11360870167081,1.22419482904074,0.000857172890774271,0.00127729028711001,5132,48772,1.024,39.1,7.68
"SD-1998","SD","1998",10.6925,51.7,9.23,1.25918045220671,1.13680995428735,0.0135813288778701,0.00791294642061496,746,24265,1.075,NA,NA
"SD-1999","SD","1999",10.7045,49.85,9.06,1.29375884016973,1.14467339591102,0.0119419211337471,0.00504616607337685,750,25251,1.074,51.7,9.23
"SD-2000","SD","2000",10.7045,53.06,8.96,1.24096554867626,1.14478292247503,0.0125536488039086,0.00435970182384649,756,26727,1.052,49.85,9.06
"SD-2001","SD","2001",10.6745,58.01,8.68,1.16060685427914,1.14477485330967,0.0136470639459087,0.00438168438550714,758,27563,1.077,53.06,8.96
"SD-2002","SD","2002",10.6695,54.8,8.4,1.18993587298127,1.15089650662161,0.0121941406848401,0.00343750822046474,760,27497,1.075,58.01,8.68
"SD-2003","SD","2003",10.698,53.7,8.48,1.20464201416208,1.15688434303698,0.00958689660814766,NA,764,29883,1.085,54.8,8.4
"SD-2004","SD","2004",10.693,53.3,8.43,1.20861234410598,1.1445789389858,0.0132693030634075,0.0026955618647351,770,31871,1.076,53.7,8.48
"SD-2005","SD","2005",10.6805,51.2,8.55,1.20076514290937,1.13986707926933,0.0126719908974195,0.00281839666069394,775,33534,1.054,53.3,8.43
"SD-2006","SD","2006",10.6805,49.9,8.56,1.22983326691435,1.13131998097417,0.0119786353881933,0.00281207722946169,783,34983,1.088,51.2,8.55
"SD-2007","SD","2007",10.6475,50.5,8.76,1.21027006443346,1.16349838614137,0.0165104631567355,0.00297329176563218,792,38330,1.094,49.9,8.56
"SD-2008","SD","2008",10.6475,49.3,9.05,1.23200511412012,1.18514076559057,0.0170680545435501,0.00338296414449636,799,40891,1.059,50.5,8.76
"SD-2009","SD","2009",10.6035,45.2,9.08,1.29229913265742,1.18265975877465,0.0129978107961279,0.00279149491606259,807,39435,1.055,49.3,9.05
"SD-2010","SD","2010",10.6035,42.4,9.35,1.34166523150295,1.19321984500232,0.0125373309521078,0.00282595115773872,816,41274,1.076,45.2,9.08
"SD-2011","SD","2011",10.633,39.2,8.78,1.40823025022944,1.19564763166734,0.0131658309675761,0.00310112022541634,824,44530,1.053,42.4,9.35
"SD-2012","SD","2012",10.6335,40.8,8.56,1.37453934922185,1.19024976917571,0.0190579996435135,0.00309113663843382,834,44992,1.044,39.2,8.78
"SD-2013","SD","2013",10.621,42.6,8.85,1.33015977041802,1.21639022791797,0.0151994688202072,0.00293266872234007,843,44983,1.075,40.8,8.56
"SD-2014","SD","2014",10.6095,41.4,8.78,1.35575023990008,1.21303888666054,0.0150013897581821,0.00281962703195526,850,46727,1.07,42.6,8.85
"SD-2015","SD","2015",10.642,39.6,8.54,1.35410157352255,1.21386464730418,0.00930590116084852,0.0028653752312662,855,48302,1.05,41.4,8.78
"SD-2016","SD","2016",10.6355,39.6,8.42,1.38405612212025,1.21912007649268,0.0096119114338134,0.00268896596293786,864,48279,1.073,39.6,8.54
"SD-2017","SD","2017",10.684,39.4,8.61,1.37642671459615,1.21664483437925,0.0119025562668227,0.00275639690752006,874,49404,1.044,39.6,8.42
"SD-2018","SD","2018",10.685,39.1,8.78,1.38915538762036,1.23504696117646,0.0101192499258493,0.00282163681564514,879,51575,1.033,39.4,8.61
"SD-2019","SD","2019",10.738,38.6,8.7,1.41729181509576,1.24018519020701,0.0123886312292731,0.00280336496564936,887,54426,1.061,39.1,8.78
"SD-2020","SD","2020",10.739,37,8.37,1.431225660092,1.22999306824627,0.0119621924544745,0.00281433396787553,888,59465,1.055,38.6,8.7
"TN-1998","TN","1998",9.982,59,9.47,1.07499101877112,1.13569468448152,0.00180605003775915,0.0025092214461176,5570,25091,1.115,NA,NA
"TN-1999","TN","1999",9.9725,60.22,9.37,1.06093498099422,1.13235780790108,0.00172971965458535,0.00220738791255272,5639,25756,1.098,59,9.47
"TN-2000","TN","2000",9.974,62.11,9.4,1.05484026142887,1.12773169363071,0.00145981773008487,0.00201540599669232,5704,26998,1.119,60.22,9.37
"TN-2001","TN","2001",9.9725,60.57,9.47,1.06284607429835,1.12013957245752,0.00167559587292192,0.00201917004348032,5751,27496,1.137,62.11,9.4
"TN-2002","TN","2002",9.9755,60.4,9.28,1.06640277900818,1.1179798858366,0.00193244814261593,0.00178508219603573,5796,28102,1.154,60.57,9.47
"TN-2003","TN","2003",9.9875,60.2,9.05,1.08177966891656,1.11798675985842,0.00207148561725917,0.0015840604957953,5848,29059,1.099,60.4,9.28
"TN-2004","TN","2004",9.9875,59.7,8.76,1.07881260223612,1.10459559838192,0.00192157289656833,0.00153152882121564,5911,30435,1.104,60.2,9.05
"TN-2005","TN","2005",10.153,59.9,8.72,1.07435705240319,1.10182094632832,0.00150150053255272,0.00163483354951384,5991,31410,1.07,59.7,8.76
"TN-2006","TN","2006",10.3495,61.8,8.49,1.06504746777786,1.09862108731113,0.00159827495235534,0.00175883886785403,6089,32878,1.082,59.9,8.72
"TN-2007","TN","2007",10.1015,61.3,8.58,1.05413562303936,1.09786710932573,0.00179379654314313,0.00187462932294635,6176,33963,1.05,61.8,8.49
"TN-2008","TN","2008",10.1015,60.4,8.32,1.06570107534415,1.10439989141476,0.00162309265918361,0.00202387810752878,6247,34954,1.078,61.3,8.58
"TN-2009","TN","2009",10.628,55.7,7.88,1.09220616308131,1.10686063493767,0.00165326224241158,0.00170218974180601,6306,34427,1.063,60.4,8.32
"TN-2010","TN","2010",10.6565,56.7,8.39,1.07859758256275,1.11698731402919,0.00153285924643309,0.00202866258228667,6356,35809,1.065,55.7,7.88
"TN-2011","TN","2011",10.7715,55.7,7.93,1.08706963331388,1.12194454786181,0.00128440864224371,0.00191477937041852,6400,37698,1.044,56.7,8.39
"TN-2012","TN","2012",10.756,55.2,7.27,1.0869667768341,1.13499048845164,0.00171104895870367,0.00181131843044657,6456,39082,1.06,55.7,7.93
"TN-2013","TN","2013",10.8775,52.2,7.37,1.1059550916771,1.13327404841861,0.00171315822731613,0.00175173742442136,6497,39102,1.064,55.2,7.27
"TN-2014","TN","2014",10.8845,54,7.49,1.08838308106713,1.14241134764644,0.00173521812050238,0.00179192545065251,6545,40230,1.054,52.2,7.37
"TN-2015","TN","2015",10.8955,53.7,7.15,1.09038389673875,1.14804048402335,0.00133137371739304,0.00171457667270101,6595,41942,1.069,54,7.49
"TN-2016","TN","2016",10.8975,53.4,7.11,1.07744423418514,1.15248428873368,0.00145558643721058,0.00144668196961027,6651,42943,1.084,53.7,7.15
"TN-2017","TN","2017",10.912,51.9,6.72,1.08524829198826,1.15467983788173,0.00147141998917274,0.00148362866353371,6715,44411,1.077,53.4,7.11
"TN-2018","TN","2018",10.9125,48.5,6.9,1.08922128295807,1.18115506640339,0.00131769041053409,0.00162019020025043,6778,46452,1.062,51.9,6.72
"TN-2019","TN","2019",10.919,48.2,6.55,1.08827112652368,1.19365884047527,0.00101483345825677,0.0016195401024272,6830,48889,1.054,48.5,6.9
"TN-2020","TN","2020",10.92,45.6,6.3,1.10400902352878,1.19556702958012,0.00105944200257375,0.001519143730663,6926,51928,1.04,48.2,6.55
"TX-1998","TX","1998",10.371,53.3,13.14,1.00950235739639,1.35999093188901,0.00243575966620616,0.0347517960099547,20158,25543,1.075,NA,NA
"TX-1999","TX","1999",10.368,53.93,12.26,1.00837480596948,1.35103792012517,0.00258815545331285,0.0329917657913846,20558,26452,1.08,53.3,13.14
"TX-2000","TX","2000",10.368,54.46,12.19,1.00835887158446,1.37475368755215,0.00226251366334592,0.0323939833862268,20944,28253,1.085,53.93,12.26
"TX-2001","TX","2001",10.368,54.89,11.7,1.00855470207171,1.36700144985725,0.0024301851879553,0.0335130548831442,21320,29601,1.082,54.46,12.19
"TX-2002","TX","2002",10.368,54.6,11.73,1.01010112315033,1.36308312668516,0.00170496511508663,0.0321825175641975,21690,29481,1.082,54.89,11.7
"TX-2003","TX","2003",10.7465,54.9,11.45,1.0097760332099,1.34726462196298,0.00218547253073125,0.0324956503134482,22031,30176,1.088,54.6,11.73
"TX-2004","TX","2004",10.7465,54.2,10.88,1.01022806149674,1.33457646638973,0.0022944870045144,0.0346581390519945,22394,31097,1.073,54.9,11.45
"TX-2005","TX","2005",10.7155,54.8,10.11,1.01214980653746,1.31380535438322,0.00254956324943787,0.0395852051111656,22778,33136,1.072,54.2,10.88
"TX-2006","TX","2006",10.7155,54.6,9.51,1.01657196264179,1.30355889829906,0.00196665891363451,0.0425770956658679,23360,35422,1.059,54.8,10.11
"TX-2007","TX","2007",10.7095,54.6,9.16,1.02126452628569,1.30787185287863,0.00233406367439759,0.0457403848011342,23832,36879,1.052,54.6,9.51
"TX-2008","TX","2008",10.7095,55.3,8.79,1.03116823622631,1.32435502307175,0.00240387064399563,0.0516664973114793,24309,39841,1.048,54.6,9.16
"TX-2009","TX","2009",10.575,54.5,8.52,1.032434136224,1.3199003301804,0.00234615081910669,0.0464785453133008,24802,37234,1.07,55.3,8.79
"TX-2010","TX","2010",10.575,53.3,8.86,1.03948419187173,1.31794905601925,0.00222267063224377,0.047596205884889,25242,38910,1.076,54.5,8.52
"TX-2011","TX","2011",10.843,53.7,8.74,1.04437697308701,1.32131420519505,0.00248870810157626,0.0536576675357664,25646,41937,1.071,53.3,8.86
"TX-2012","TX","2012",10.843,52.7,8.35,1.044969888693,1.33421051011963,0.00241682372915494,0.0569465748832372,26084,43863,1.076,53.7,8.74
"TX-2013","TX","2013",10.8195,52.5,8.51,1.04624201874651,1.32698909312128,0.0020619906199998,0.05836561976207,26480,44396,1.057,52.7,8.35
"TX-2014","TX","2014",10.8195,53,8.25,1.05022533730096,1.32165162965755,0.00230359409012078,0.0613156656052815,26963,46739,1.056,52.5,8.51
"TX-2015","TX","2015",11.029,51.6,7.94,1.05274399168052,1.33424805210056,0.00244868056878596,0.0525467799041454,27469,46760,1.044,53,8.25
"TX-2016","TX","2016",11.029,50.9,8.02,1.0631927264407,1.31958128808874,0.00205460886463829,0.042708068026136,27914,45862,1.025,51.6,7.94
"TX-2017","TX","2017",11.0945,51.1,7.94,1.06948784354839,1.30273198946149,0.00198316564452676,0.0397115640663304,28291,48518,1.041,50.9,8.02
"TX-2018","TX","2018",11.0945,49,8.11,1.07204700361848,1.32791928131987,0.00210737592468496,0.0416136409412185,28625,51341,1.051,51.1,7.94
"TX-2019","TX","2019",10.953,48.4,8,1.07521211992262,1.33672181703901,0.00145981657786587,0.0417653735084048,28987,53247,1.027,49,8.11
"TX-2020","TX","2020",10.953,46.8,7.72,1.0851791982898,1.34962456073402,0.00125859536451112,0.0336788753976117,29232,55118,1.028,48.4,8
"UT-1998","UT","1998",10.5865,75.2,8.26,1.02900309198697,1.25137048896899,0.003185343919727,0.0118711532132587,2166,22207,1.055,NA,NA
"UT-1999","UT","1999",10.575,75.15,7.84,1.03034746099388,1.24187509467505,0.00297257424269985,0.0106202679962231,2203,22995,1.037,75.2,8.26
"UT-2000","UT","2000",10.575,75.99,8.05,1.02203014184397,1.2329666344294,0.0031934363984304,0.010766729513605,2245,24162,1.058,75.15,7.84
"UT-2001","UT","2001",10.6505,76.64,7.63,1.01698649400052,1.234715586873,0.00316501096054379,0.0108813411844111,2284,24867,1.049,75.99,8.05
"UT-2002","UT","2002",10.6505,77,7.27,1.0161863374628,1.24843938050865,0.00360896250228289,0.00986445158301795,2325,25167,1.051,76.64,7.63
"UT-2003","UT","2003",10.6915,76.6,7.26,1.01493369976734,1.23213527774268,0.00312792995584757,0.00963346712136755,2360,25749,1.025,77,7.27
"UT-2004","UT","2004",10.7025,77.4,7.15,1.01456976695172,1.22320910165115,0.00318609077208481,0.0104254026980259,2402,26980,1.009,76.6,7.26
"UT-2005","UT","2005",10.6865,76.9,6.93,1.02069515678487,1.22143673432971,0.00344774912322894,0.011991711288912,2458,28751,1.018,77.4,7.15
"UT-2006","UT","2006",10.6895,75.9,6.58,1.01933335472073,1.25394629623689,0.00304413067553585,0.0142141232575267,2526,31107,1.045,76.9,6.93
"UT-2007","UT","2007",10.69,75.5,6.31,1.01821969391426,1.29592598425398,0.00327958418599433,0.0154569856411482,2598,32924,1.034,75.9,6.58
"UT-2008","UT","2008",10.69,75,6.18,1.02316688280237,1.30911832257863,0.00293018677462479,0.0174366284672959,2663,33784,1.018,75.5,6.31
"UT-2009","UT","2009",10.6745,74.5,6.11,1.02745810293148,1.30155641761019,0.00343045106338355,0.0145892609936164,2723,31796,1.064,75,6.18
"UT-2010","UT","2010",10.702,73.8,6.07,1.03025648452895,1.30438254634938,0.00296766713292623,0.0148131357141118,2775,32038,1.06,74.5,6.11
"UT-2011","UT","2011",10.741,72.8,6.17,1.03962957332523,1.29222661396574,0.00284519557244786,0.0165019071604114,2815,34022,1.033,73.8,6.07
"UT-2012","UT","2012",10.727,72.3,6.06,1.03569909128196,1.29632054538368,0.00310074603475413,0.0174605357986469,2854,35633,1.045,72.8,6.17
"UT-2013","UT","2013",10.7185,73,6.16,1.03049467431381,1.31537255418349,0.00332225757207833,0.0165054789254513,2899,36116,1.033,72.3,6.06
"UT-2014","UT","2014",10.7185,72.5,5.79,1.0374137268126,1.31723194644917,0.00303879411752566,0.0159354133044961,2938,37638,1.019,73,6.16
"UT-2015","UT","2015",10.722,72,5.62,1.04242412063331,1.30500955792403,0.00239648137206072,0.0128553507955118,2984,39899,1.011,72.5,5.79
"UT-2016","UT","2016",10.73,69,5.44,1.0591037037129,1.31065917869927,0.00259835772436717,0.0101114994998487,3044,41312,1.026,72,5.62
"UT-2017","UT","2017",10.732,68.3,5.33,1.07779854636081,1.28019525700515,0.00265789359075701,0.00924622051739003,3104,43044,1.02,69,5.44
"UT-2018","UT","2018",10.74,68.2,5.12,1.07276245881689,1.30134932177733,0.0024630762243484,0.00956306280115659,3155,45473,1.028,68.3,5.33
"UT-2019","UT","2019",10.7725,67.7,4.96,1.07037328089701,1.32377635235712,0.00166202025078098,0.00919656851137957,3203,48156,1.029,68.2,5.12
"UT-2020","UT","2020",10.755,66.9,4.73,1.07490924213099,1.32228563553477,0.00229248658503783,0.00838246149439647,3284,51751,1.014,67.7,4.96
"VA-1998","VA","1998",10.0645,57.9,7.13,1.05617269350537,1.12088287029056,0.00155623695913021,0.00349488375437586,6901,28965,1.099,NA,NA
"VA-1999","VA","1999",10.0645,57.61,6.95,1.05319660352484,1.12435956625041,0.0014937430052728,0.003093145861813,7000,30574,1.105,57.9,7.13
"VA-2000","VA","2000",10.206,59.67,6.91,1.04865146163876,1.11542309567562,0.0012422074331788,0.00293876566750734,7106,32631,1.105,57.61,6.95
"VA-2001","VA","2001",10.1405,60.8,6.48,1.04092366912836,1.10541221203253,0.00141819127364215,0.00298001446266062,7198,33940,1.087,59.67,6.91
"VA-2002","VA","2002",10.3885,60.5,6.5,1.03465026589798,1.11257444763839,0.00169687628797453,0.00278866027768849,7287,34495,1.089,60.8,6.48
"VA-2003","VA","2003",10.439,60.8,6.47,1.04541877753822,1.11138318961529,0.00178411417382649,0.0025877744537677,7367,36151,1.096,60.5,6.5
"VA-2004","VA","2004",10.457,59.5,6.53,1.04594558803482,1.11124150421625,0.00162352856032162,0.00263495698471932,7476,38082,1.083,60.8,6.47
"VA-2005","VA","2005",10.4485,59,6.41,1.05013479516925,1.11791010148148,0.00123562536232202,0.00274347167415843,7577,40027,1.082,59.5,6.53
"VA-2006","VA","2006",10.4175,58.7,6.15,1.05166221503142,1.10982095050355,0.00131514643629216,0.00289514848045235,7674,42164,1.078,59,6.41
"VA-2007","VA","2007",10.4395,59.1,6.22,1.05137504303512,1.12523428130403,0.00145906570629538,0.00270112174529018,7751,44020,1.066,58.7,6.15
"VA-2008","VA","2008",9.989,57.6,5.9,1.05536706731336,1.12209911092594,0.00130562177373769,0.00289345224658511,7833,45383,1.058,59.1,6.22
"VA-2009","VA","2009",10.0125,55.3,5.68,1.05967171577805,1.13606530099859,0.00123325095507905,0.00272657808255118,7926,44091,1.092,57.6,5.9
"VA-2010","VA","2010",9.9875,56,5.74,1.05679405813716,1.1523894097561,0.00118895401395177,0.00294832596114816,8024,45443,1.089,55.3,5.68
"VA-2011","VA","2011",9.986,54.8,5.45,1.05616402785868,1.15828967428166,0.00100489773711457,0.00316167851936945,8102,47564,1.055,56,5.74
"VA-2012","VA","2012",10.28,52.5,5.29,1.05699991558522,1.17985863281139,0.00140706429397269,0.00297286873590017,8187,49052,1.091,54.8,5.45
"VA-2013","VA","2013",10.076,53.5,5.4,1.0628823258025,1.17870408431257,0.00140452608343877,0.00265218800627966,8256,48198,1.108,52.5,5.29
"VA-2014","VA","2014",10.055,52.9,5.54,1.06745145345511,1.17675511332228,0.00146659505064132,0.00245591873947409,8315,49764,1.071,53.5,5.4
"VA-2015","VA","2015",10.507,52.3,5.36,1.06933027446181,1.21584647461503,0.00114007995850957,0.00209518014425923,8367,51620,1.079,52.9,5.54
"VA-2016","VA","2016",10.5375,52,5.26,1.06923065469913,1.23661406673797,0.00126320646906359,0.0016985226750797,8418,52659,1.061,52.3,5.36
"VA-2017","VA","2017",10.5275,50.5,5.13,1.06959561948894,1.24863234043972,0.00123141393140353,0.00174467883708345,8471,54380,1.04,52,5.26
"VA-2018","VA","2018",10.4495,50.6,5.23,1.07358617832317,1.26700398902368,0.00111447116293535,0.00178818197054636,8511,56133,1.123,50.5,5.13
"VA-2019","VA","2019",10.43,49.6,5.02,1.06912589570537,1.29199801951115,0.000856625217506746,0.00173743545222738,8557,58368,1.072,50.6,5.23
"VA-2020","VA","2020",9.1955,47.9,4.74,1.07509033891301,1.32971258083361,0.000893291839317292,0.00143568840018483,8636,61474,1.053,49.6,5.02
"VT-1998","VT","1998",9.544,39.2,6.64,1.14778396882625,1.05700863104993,0.0062069183521933,0.00337821404817339,600,25747,1.058,NA,NA
"VT-1999","VT","1999",9.6005,35.52,6.19,1.15403984299785,1.06019403095608,0.00551003769470586,0.00357413421488116,605,27000,1.055,39.2,6.64
"VT-2000","VT","2000",9.6005,37.52,6.45,1.14402688088777,1.07100675389039,0.00614463161109578,0.00329901182575082,610,29002,1.084,35.52,6.19
"VT-2001","VT","2001",9.831,39.36,6.27,1.1165002888659,1.05313117198941,0.00623065525180524,0.003505258476168,612,30704,1.112,37.52,6.45
"VT-2002","VT","2002",9.831,38.5,6.09,1.15170539166906,1.05609392844501,0.00789499970452063,0.00338886079365237,615,31194,1.066,39.36,6.27
"VT-2003","VT","2003",9.6615,38.7,5.98,1.15790855679916,1.05541077231103,0.00684204945933693,0.00323732516008648,618,32282,1.047,38.5,6.09
"VT-2004","VT","2004",9.6585,40.9,6.06,1.13551548388287,1.05353728489484,0.00630166433435775,0.00292946346621876,620,33955,1.031,38.7,5.98
"VT-2005","VT","2005",9.4245,39.4,5.97,1.15199493743137,1.05208986059324,0.00489429892084285,0.00269756651134686,621,34573,1.053,40.9,6.06
"VT-2006","VT","2006",9.405,35.9,5.81,1.17660858758782,1.05111719800147,0.00521230387377006,0.00376236291821665,623,36609,1.034,39.4,5.97
"VT-2007","VT","2007",9.33,37.7,5.76,1.12288860898492,1.05732002712915,0.00580497784049476,0.00375916198774893,623,38595,1.04,35.9,5.81
"VT-2008","VT","2008",9.33,33.9,5.27,1.19690676576675,1.05919362771888,0.00515385938395271,0.00329484459965277,624,40774,1.051,37.7,5.76
"VT-2009","VT","2009",9.3165,32.2,5.75,1.21830985915493,1.05541225594729,0.00509727515383521,0.00304650603918045,625,40358,1.061,33.9,5.27
"VT-2010","VT","2010",9.3185,32.1,5.48,1.22368632389127,1.05461577503517,0.00477904885214813,0.00275123074150959,626,41492,1.037,32.2,5.75
"VT-2011","VT","2011",9.3185,32,5.22,1.21785228877189,1.05724898723988,0.00403951302324863,0.00267737422272813,627,43756,1.034,32.1,5.48
"VT-2012","VT","2012",9.3185,26.7,4.42,1.22286111755159,1.0640466805781,0.00617352091376271,0.00266518294314188,626,44861,1.03,32,5.22
"VT-2013","VT","2013",9.31,26.6,4.79,1.26313490532385,1.07092885274783,0.00609834264122765,0.00256166606257281,627,45298,1.042,26.7,4.42
"VT-2014","VT","2014",9.291,27.1,4.86,1.25328764586034,1.07731488737231,0.00625800542508564,0.00245594399811319,626,46897,1.038,26.6,4.79
"VT-2015","VT","2015",9.3595,35.5,4.83,1.29544080299915,1.08710776607172,0.00491501846321469,0.00262102658847508,626,48120,1.053,27.1,4.86
"VT-2016","VT","2016",9.3905,37.1,4.61,1.285770193536,1.09143671498298,0.0054496810179915,0.00261718360545876,624,48831,1.043,35.5,4.83
"VT-2017","VT","2017",9.249,35.2,4.55,1.30483401454746,1.09143159195646,0.00510019954852716,0.00246437198829165,625,50011,1.035,37.1,4.61
"VT-2018","VT","2018",9.247,35,4.68,1.31926880820643,1.10249381415782,0.0046420645056129,0.00245927738384278,625,51692,1.025,35.2,4.55
"VT-2019","VT","2019",9.1915,32.8,4.57,1.31982814680588,1.10507741431087,0.00360413208493829,0.00243867158802888,624,54257,1.033,35,4.68
"VT-2020","VT","2020",9.1915,31.6,4.32,1.31680230384319,1.10810402297479,0.00386263944706491,0.00238258552740761,643,57978,1.013,32.8,4.57
"WA-1998","WA","1998",10.5215,38,7.73,1.40582107749684,1.13605615809244,0.00955539869025416,0.00170649877095427,5770,29355,1.256,NA,NA
"WA-1999","WA","1999",9.699,35.67,7.5,1.46792667499114,1.13046174935678,0.00971290144007804,0.00148978374067247,5843,30786,1.25,38,7.73
"WA-2000","WA","2000",9.593,37.72,7.22,1.40544648528619,1.13236513452296,0.00931674571766221,0.00139606830539694,5911,32538,1.23,35.67,7.5
"WA-2001","WA","2001",9.916,41.47,6.68,1.32571350571697,1.15887806255424,0.00919535072168378,0.00146329473022995,5986,32986,1.287,37.72,7.22
"WA-2002","WA","2002",9.748,35.6,6.1,1.47628549501151,1.12817323271084,0.00847713800211189,0.00133770268263979,6052,33222,1.247,41.47,6.68
"WA-2003","WA","2003",9.7455,37.8,6.02,1.44383482544952,1.13602857121589,0.00876767350228176,0.00132345312327781,6104,34267,1.182,35.6,6.1
"WA-2004","WA","2004",9.7635,38.3,6.08,1.42175177425771,1.13872531336085,0.00814077627730206,0.00143764878578244,6179,36309,1.166,37.8,6.02
"WA-2005","WA","2005",9.51,38.7,5.81,1.4122175418303,1.13759762425733,0.00920334570035672,0.00143944845604909,6257,37202,1.177,38.3,6.08
"WA-2006","WA","2006",9.3205,36,5.9,1.44963738147009,1.13003698152459,0.00787327812153692,0.00142931555191127,6371,39744,1.203,38.7,5.81
"WA-2007","WA","2007",9.233,38,5.49,1.43635489098567,1.13631254774591,0.00729039552766705,0.00126112245728465,6462,42524,1.267,36,5.9
"WA-2008","WA","2008",9.236,37,5.36,1.43983176931161,1.15038752021344,0.00867346770635729,0.00109736811874249,6562,44098,1.242,38,5.49
"WA-2009","WA","2009",9.243,37.7,5.49,1.42026194846381,1.15738122415549,0.00883084231191925,0.000862190920177242,6667,41679,1.25,37,5.36
"WA-2010","WA","2010",9.241,36.8,5.27,1.41829921154744,1.14685856612299,0.00800923983426572,0.000837096690264965,6743,42327,1.22,37.7,5.49
"WA-2011","WA","2011",9.275,32.3,5.29,1.5262997602047,1.13267000200276,0.00722410885444649,0.000850115222463454,6827,44281,1.214,36.8,5.27
"WA-2012","WA","2012",9.3195,31.9,5.02,1.51549241162639,1.13518738535417,0.00914690237215417,0.000801468089630291,6899,47057,1.233,32.3,5.29
"WA-2013","WA","2013",9.5285,35,4.95,1.46352786645417,1.16116108341305,0.00899332912857316,0.000800227326553775,6966,47454,1.242,31.9,5.02
"WA-2014","WA","2014",9.5185,34.4,4.73,1.47685208246576,1.15948352298652,0.00825353365933365,0.000791230368813195,7058,50265,1.192,35,4.95
"WA-2015","WA","2015",9.6625,36,4.51,1.44714376616806,1.1643384327331,0.00791561181857168,0.00085207815559036,7167,52415,1.233,34.4,4.73
"WA-2016","WA","2016",9.8375,35.7,4.48,1.46222268981443,1.1582648627349,0.00822308373590148,0.000812363688714609,7300,54302,1.216,36,4.51
"WA-2017","WA","2017",9.6775,35.5,4.3,1.46694495619135,1.16930528627857,0.00704428675379983,0.000840281593289782,7428,56805,1.232,35.7,4.48
"WA-2018","WA","2018",9.3095,35.5,3.98,1.46547565681765,1.16312222265534,0.00609568717886282,0.000793787574319744,7527,59827,1.262,35.5,4.3
"WA-2019","WA","2019",9.04,39.5,3.9,1.38384097482567,1.18201750797677,0.00613583266867501,0.000684069438341574,7614,63405,1.208,35.5,3.98
"WA-2020","WA","2020",8.9985,33.6,3.3,1.49748051746425,1.19967363166617,0.00770674062275112,0.00059211553183979,7724,67674,1.222,39.5,3.9
"WI-1998","WI","1998",10.508,62.3,8.07,1.06320474472437,1.21246472350423,0.00707579146156885,0.00146708512942669,5298,27018,1.225,NA,NA
"WI-1999","WI","1999",9.946,61.6,8.18,1.0629973765764,1.20862907563726,0.00604407038865316,0.00140334219804952,5333,27892,1.188,62.3,8.07
"WI-2000","WI","2000",9.946,62.21,8.08,1.06160440984559,1.21167141688066,0.00663530767931397,0.00127215572395237,5374,29493,1.197,61.6,8.18
"WI-2001","WI","2001",9.9425,61.95,7.85,1.06931266291524,1.19587436958444,0.00622433364975183,0.00133008726942409,5407,30812,1.198,62.21,8.08
"WI-2002","WI","2002",9.9425,62.2,7.88,1.058543505475,1.20477507868921,0.00654490176089395,0.00130058400818993,5445,31406,1.174,61.95,7.85
